months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
296,57,999435,2002-09-10,OH,500/1000,1040,2036.54,148642,613553,FEMALE,PhD,other-service,golf,not-in-family,4575,-20764,2015-01-10,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Hillsdale,4994 Lincoln Drive,21,1,NO,1,3,U,99161,7032,4547,41134,Audi,Passat,2007,Y
298,36,367527,1992-01-05,OH,500/1000,500,1243.82,29122,478792,FEMALE,JD,armed-forces,board-games,own-child,1402,-1169,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,8655 Cherokee Lane,23,1,YES,2,2,NO,68346,15136,19312,62191,Chevrolet,Maxima,2002,N
85,41,945779,2000-06-04,OH,100/300,559,1223.85,6696094,445292,MALE,College,machine-op-inspct,exercise,husband,36515,-4582,2015-02-09,Parked Car,Side Collision,Minor Damage,Ambulance,WV,Northbend,3053 Lincoln Drive,5,1,U,1,3,YES,76042,595,13524,64650,Volkswagen,93,1995,N
285,26,562721,2000-10-03,IL,500/1000,954,1642.98,-100028,484759,FEMALE,High School,adm-clerical,video-games,own-child,73412,0,2015-02-21,Vehicle Theft,U,Minor Damage,None,SC,Northbrook,7495 Washington Ave,16,1,YES,1,1,YES,13863,1910,2417,2456,Volkswagen,X5,1997,N
162,24,999435,2006-06-01,OH,500/1000,931,1597.05,240293,459299,MALE,High School,craft-repair,base-jumping,unmarried,82983,0,2015-01-18,Parked Car,U,Trivial Damage,None,SC,Northbrook,9101 2nd Hwy,8,1,YES,1,0,NO,16787,953,1142,12421,Chevrolet,TL,2000,N
423,39,320949,2002-05-06,IN,500/1000,990,1559.86,74220,604933,FEMALE,MD,other-service,polo,unmarried,1190,0,2015-01-14,Vehicle Theft,Side Collision,Minor Damage,None,NY,Columbus,6309 Cherokee Ave,15,1,NO,2,2,NO,3802,349,2098,2280,Saab,C300,1999,N
313,44,836980,1995-04-16,OH,500/1000,954,1719.25,45682,466056,MALE,Associate,machine-op-inspct,basketball,unmarried,3318,-37565,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Northbrook,7629 5th St,21,1,U,1,3,U,73516,21055,20668,60816,Chevrolet,Silverado,1997,N
199,41,100804,1999-05-29,IN,100/300,1028,1716.49,29867,454528,FEMALE,JD,machine-op-inspct,camping,not-in-family,35,-48270,2015-01-17,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,9657 5th Ave,11,3,NO,1,2,U,89524,18091,17437,40383,Nissan,Jetta,1997,N
317,37,831895,2012-06-02,IL,500/1000,500,1232.51,55933,464745,MALE,PhD,other-service,sleeping,unmarried,0,0,2015-01-17,Single Vehicle Collision,Side Collision,Minor Damage,Other,OH,Riverwood,9523 Solo Hwy,17,1,U,0,0,U,86984,6597,7461,61701,Suburu,95,1997,N
350,33,999435,2009-08-03,IN,250/500,961,1210.8,35396,460128,MALE,PhD,armed-forces,cross-fit,unmarried,450,-25816,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,WV,Northbend,7609 Rock St,20,1,U,2,3,NO,72706,0,8409,34560,Nissan,Wrangler,2015,N
413,45,762448,1999-08-06,IL,500/1000,500,1303.98,-72894,470925,MALE,College,transport-moving,chess,wife,72387,0,2015-02-05,Single Vehicle Collision,Rear Collision,Minor Damage,Police,VA,Hillsdale,7629 5th St,18,1,U,1,1,NO,65891,12798,10862,35927,BMW,Corolla,2004,N
358,39,100804,2003-08-16,OH,100/300,999,1494.74,15305,493983,FEMALE,Masters,priv-house-serv,yachting,other-relative,0,-4256,2015-02-01,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,6259 Weaver St,0,1,YES,1,2,NO,66904,8872,8077,64895,Toyota,MDX,2009,N
250,21,708939,2005-09-21,OH,500/1000,500,1388.98,201144,459192,FEMALE,High School,adm-clerical,video-games,other-relative,2793,0,2015-01-24,Vehicle Theft,U,Trivial Damage,None,WV,Northbrook,4585 Francis Ave,7,1,YES,1,2,U,10788,884,1705,11057,Toyota,A5,2003,N
326,42,570661,2007-12-16,OH,100/300,1004,1505.72,58094,444329,FEMALE,MD,protective-serv,dancing,unmarried,2229,0,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Springfield,8085 Andromedia St,14,1,NO,0,2,U,78475,13038,6629,40717,Saab,Highlander,2006,Y
251,26,957751,1999-11-14,IN,250/500,510,1906.3,-81660,606460,MALE,Associate,armed-forces,kayaking,own-child,3269,-49239,2015-01-06,Single Vehicle Collision,Side Collision,Minor Damage,Police,WV,Columbus,6390 Apache St,6,1,YES,2,1,NO,56195,12843,8126,51071,Nissan,Grand Cherokee,2004,N
343,29,444585,1995-03-28,IN,100/300,997,1679.17,21096,453061,FEMALE,Associate,protective-serv,yachting,wife,54252,-40076,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Northbrook,8489 Pine Hwy,16,1,YES,1,3,NO,95285,5649,14924,58603,Nissan,CRV,2002,N
250,36,124043,1991-08-21,IN,500/1000,1944,1589.18,122,620962,MALE,PhD,prof-specialty,polo,other-relative,473,-50243,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbrook,7042 Maple Ridge,3,1,U,1,2,YES,90722,8532,12859,55396,Volkswagen,RAM,2001,N
171,34,929592,1995-03-08,OH,250/500,500,2029.07,64196,435386,MALE,Associate,transport-moving,dancing,not-in-family,59618,-10371,2015-01-09,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,2469 Francis Lane,0,3,U,2,3,U,67676,17684,9784,30330,Chevrolet,Ultima,2000,N
281,54,797144,1991-07-02,OH,100/300,988,1728.31,53001,459278,FEMALE,High School,craft-repair,yachting,not-in-family,0,-68597,2015-01-31,Single Vehicle Collision,U,Total Loss,Police,NY,Northbrook,8493 Apache Drive,22,1,YES,1,1,YES,35048,11382,5955,50255,Chevrolet,TL,2000,Y
220,30,772206,2009-11-12,OH,250/500,1012,1600.27,5921457,473475,FEMALE,Masters,farming-fishing,camping,other-relative,3044,0,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,2865 Maple Lane,14,1,YES,2,2,NO,95602,11286,10786,50926,Nissan,A3,2000,N
479,36,678871,2002-06-08,OH,500/1000,934,1706.11,83908,449427,FEMALE,Masters,transport-moving,video-games,other-relative,1350,0,2015-01-02,Vehicle Theft,U,Trivial Damage,None,NC,Northbrook,9742 5th Ridge,10,1,NO,2,2,NO,16007,835,832,6466,Accura,RAM,2001,N
342,36,921296,1995-04-16,IL,100/300,2000,1052.85,41188,465984,FEMALE,PhD,prof-specialty,yachting,own-child,0,-27405,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,1215 Pine Hwy,11,1,U,1,2,NO,72998,6306,4692,33382,Jeep,TL,2007,N
263,37,839277,1992-02-29,IL,250/500,978,1723.53,-162364,487751,FEMALE,MD,machine-op-inspct,camping,unmarried,0,-26065,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,2469 Francis Lane,9,1,YES,2,3,NO,75233,11970,6503,26315,Suburu,Forrestor,2004,N
274,40,360152,1999-10-19,OH,250/500,500,1272.5,9937,488000,FEMALE,Masters,adm-clerical,sleeping,wife,85,-44153,2015-02-03,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NY,Northbend,6955 Pine Drive,17,1,YES,0,3,U,43599,5684,6887,36976,Chevrolet,A3,1998,N
300,20,725894,1999-09-29,OH,250/500,1981,1274.9,8418392,458878,FEMALE,College,farming-fishing,yachting,husband,51330,-67,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,7495 Washington Ave,6,3,YES,1,3,NO,61168,9958,15287,47557,Toyota,MDX,2010,N
110,22,450424,1997-03-10,OH,250/500,1009,1548.39,-30713,438782,MALE,Associate,craft-repair,exercise,husband,74085,-28068,2015-01-06,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Columbus,4994 Lincoln Drive,12,3,YES,1,3,YES,77723,9164,12302,18235,Volkswagen,Legacy,1997,N
286,41,960959,2001-06-09,OH,500/1000,951,1353.08,8167675,618962,FEMALE,MD,tech-support,dancing,own-child,400,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,6317 Best St,6,1,YES,2,0,NO,111733,6783,7929,77166,Chevrolet,C300,2011,N
121,43,154473,1999-08-11,IN,250/500,547,1296.54,5445733,620962,FEMALE,High School,handlers-cleaners,cross-fit,own-child,53389,0,2015-02-08,Vehicle Theft,Side Collision,Major Damage,Other,PA,Arlington,2376 Sky Ridge,3,4,YES,2,0,YES,33166,516,10372,55413,Saab,Highlander,2008,Y
128,26,936610,2002-07-11,IN,500/1000,500,677.7,5899748,506189,MALE,MD,other-service,hiking,other-relative,73661,-1759,2015-01-18,Parked Car,Front Collision,Trivial Damage,Police,NY,Northbend,3167 4th Ridge,22,1,NO,1,0,U,52836,1755,2020,4061,Audi,F150,2007,Y
311,35,846890,2004-08-13,OH,250/500,967,1748.6,117883,446232,FEMALE,Associate,prof-specialty,video-games,unmarried,3233,0,2015-02-02,Parked Car,U,Trivial Damage,None,VA,Springfield,2889 Weaver St,16,1,YES,1,1,NO,16165,486,200,10538,Jeep,95,2000,N
364,38,779614,2009-04-10,OH,100/300,500,1299.59,-148870,462316,MALE,Associate,handlers-cleaners,video-games,unmarried,33906,-46240,2015-01-15,Multi-vehicle Collision,Front Collision,Total Loss,Other,WV,Northbend,5901 Elm Drive,12,3,U,1,1,U,60360,0,9251,31179,Saab,A5,2005,Y
258,39,866950,1998-01-19,IN,500/1000,958,1754.04,48606,620962,FEMALE,Associate,machine-op-inspct,movies,not-in-family,50507,0,2015-02-26,Parked Car,U,Minor Damage,Police,NY,Riverwood,6149 Best Ridge,17,1,U,1,2,NO,4682,0,36,4025,Nissan,Grand Cherokee,2015,N
338,50,812328,2007-12-16,OH,100/300,951,1475.2,-68485,498660,FEMALE,MD,prof-specialty,reading,unmarried,3243,-327,2015-01-06,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Hillsdale,1553 Lincoln St,15,1,NO,0,2,NO,87206,15070,961,3445,Toyota,95,1997,N
256,24,869592,2003-03-09,IL,250/500,500,2047.59,123670,447063,MALE,College,armed-forces,basketball,husband,0,-47424,2015-02-22,Single Vehicle Collision,Side Collision,Minor Damage,Police,NY,Columbus,5608 Solo St,21,1,U,0,0,YES,95602,13886,7797,45593,Chevrolet,Legacy,1997,N
372,48,327397,2001-10-19,IN,500/1000,965,1784.58,47242,604073,FEMALE,MD,craft-repair,basketball,not-in-family,61777,0,2015-02-04,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Arlington,4876 Washington Drive,2,3,YES,1,1,U,53152,6035,7063,59551,Accura,Malibu,2007,N
479,37,871715,1991-04-13,IL,250/500,1002,1487.78,-46742,464399,MALE,College,adm-clerical,bungie-jumping,not-in-family,2369,0,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbrook,4369 Maple Lane,2,1,NO,1,2,U,92405,6260,6288,38335,Toyota,92x,1999,N
479,36,811098,2008-11-07,OH,250/500,982,1797.02,-6718,613973,MALE,Associate,exec-managerial,bungie-jumping,own-child,3097,-27083,2015-01-06,Vehicle Theft,U,Minor Damage,Police,SC,Hillsdale,5985 Lincoln Lane,22,1,U,2,3,NO,100,1392,2248,2465,Chevrolet,Silverado,2001,N
282,44,634555,2003-09-13,IN,250/500,1015,1615.8,-79586,430104,FEMALE,Associate,prof-specialty,golf,not-in-family,26236,-438,2015-02-14,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NC,Columbus,4826 5th St,13,1,YES,0,2,NO,100786,18124,13550,44659,Honda,Forrestor,1995,N
216,21,843494,1994-04-07,IN,500/1000,961,1179.41,186345,609126,MALE,MD,tech-support,polo,husband,73180,0,2015-02-21,Vehicle Theft,U,Trivial Damage,Fire,SC,Springfield,2457 Washington Ave,10,1,U,2,2,YES,16443,2591,2409,5976,Chevrolet,C300,2006,N
356,44,312130,2006-07-12,OH,250/500,976,1424.49,-4267,470261,MALE,High School,tech-support,chess,unmarried,61043,0,2015-02-24,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,4629 Elm Ridge,2,1,NO,0,3,U,80063,17227,17113,32804,Volkswagen,92x,2008,N
478,21,944309,2000-06-04,OH,500/1000,1996,1164.28,-66666,460788,FEMALE,PhD,protective-serv,base-jumping,own-child,58875,-1222,2015-02-26,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,7112 Weaver Ave,0,1,YES,1,0,U,109406,16002,5822,46882,Nissan,A3,1995,N
330,35,960880,2005-03-07,OH,500/1000,974,1701.37,112504,455417,FEMALE,MD,adm-clerical,movies,wife,0,-50073,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,2123 Texas Ave,9,1,U,2,3,U,15571,9165,6604,44952,BMW,Malibu,2000,N
273,42,590711,1993-08-30,OH,500/1000,965,1604.38,-39772,436043,MALE,Associate,adm-clerical,yachting,unmarried,72260,0,2015-02-21,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Springfield,3092 Texas Drive,21,1,NO,1,1,U,101183,17989,14910,46118,Dodge,A5,2010,N
406,40,999435,2011-12-19,OH,250/500,500,1810.76,33337,459531,MALE,Associate,machine-op-inspct,hiking,wife,1224,0,2015-01-07,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Hillsdale,2500 Tree St,18,1,YES,2,1,U,75708,9931,8337,32457,Chevrolet,X6,1995,Y
276,23,773953,1991-11-09,OH,500/1000,1027,1543.92,105664,463978,FEMALE,High School,armed-forces,camping,wife,0,-35853,2015-02-01,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,9751 Tree St,20,1,U,2,3,NO,64849,13478,13036,45360,Toyota,ML350,2001,Y
164,56,272856,2005-01-14,IL,250/500,2000,1666.62,77267,469842,FEMALE,MD,tech-support,paintball,other-relative,2677,-33558,2015-01-18,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbrook,6658 Weaver St,5,1,YES,2,1,NO,85939,7178,14779,38677,Toyota,Forrestor,2009,N
316,34,725299,2002-07-16,OH,250/500,1871,1874.66,4307047,620962,MALE,JD,armed-forces,cross-fit,wife,0,-37671,2015-02-21,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Springfield,8477 Francis Hwy,14,1,YES,2,3,U,84943,8648,18969,39588,Suburu,Wrangler,1996,N
193,20,726328,1997-05-15,OH,500/1000,1061,1139.64,67732,430104,MALE,College,transport-moving,chess,not-in-family,0,-1117,2015-01-18,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,WV,Springfield,7819 Oak St,16,3,NO,1,2,NO,76214,6886,7485,35748,Dodge,Jetta,2003,Y
255,28,724295,2010-08-03,IN,500/1000,976,1871.19,4316865,608394,MALE,Associate,machine-op-inspct,basketball,unmarried,0,0,2015-02-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Arlington,5249 4th Ave,10,3,YES,1,3,U,79426,17500,17254,50265,Toyota,A5,1996,N
379,19,481138,1994-11-18,OH,100/300,1036,1414.64,4333664,469115,MALE,MD,tech-support,dancing,unmarried,286,-3382,2015-02-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,SC,Arlington,7819 Oak St,22,1,NO,1,2,U,79417,20351,22660,62519,Nissan,X5,2011,N
325,32,865059,1998-12-19,IL,250/500,1067,1536.59,162158,430104,FEMALE,JD,exec-managerial,chess,husband,0,-27673,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Hillsdale,4268 2nd Ave,4,3,NO,1,0,YES,58948,6176,12754,39182,Accura,Forrestor,2002,N
305,32,691026,2001-07-05,OH,500/1000,1004,1773.11,19543,448677,FEMALE,High School,exec-managerial,video-games,unmarried,0,-52352,2015-02-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,2865 Maple Lane,15,1,YES,2,3,NO,73971,10131,8527,58089,Suburu,Forrestor,2003,N
246,22,866696,1991-08-22,IL,100/300,928,1313.1,6808210,461957,FEMALE,Associate,farming-fishing,paintball,husband,720,0,2015-02-02,Vehicle Theft,U,Trivial Damage,None,SC,Northbrook,6067 Weaver Ridge,9,1,NO,2,2,YES,9316,2153,2716,5770,Mercedes,RAM,2012,N
479,43,800647,1997-09-16,IL,500/1000,500,1961.1,-122805,613082,MALE,Masters,protective-serv,bungie-jumping,wife,1676,0,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Hillsdale,7551 Britain Lane,1,1,YES,0,3,U,114920,4961,5518,52620,Audi,Escape,1996,N
323,31,987098,2012-10-11,IL,250/500,1830,1730.27,97418,616108,FEMALE,High School,exec-managerial,reading,wife,76007,-16814,2015-02-26,Vehicle Theft,U,Trivial Damage,None,WV,Northbrook,4232 Britain Ridge,7,1,NO,0,2,NO,13100,1315,1221,6788,Toyota,Malibu,2003,N
329,32,541872,1996-01-20,OH,250/500,1038,1242.44,72662,610397,FEMALE,College,exec-managerial,hiking,wife,68212,-912,2015-01-21,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,NY,Riverwood,1320 Flute Lane,19,1,U,1,3,YES,71673,4724,7079,27148,Volkswagen,Camry,2000,N
131,32,758740,1995-08-29,IL,500/1000,994,1778.8,5913651,447593,FEMALE,MD,farming-fishing,paintball,unmarried,1066,0,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,OH,Riverwood,7797 Tree Ridge,2,1,NO,0,1,NO,81634,6233,0,53346,Ford,X6,2011,N
221,38,993609,2013-12-25,OH,100/300,500,1960.52,68279,453902,MALE,PhD,farming-fishing,dancing,wife,45776,0,2015-02-07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,8336 1st Ridge,11,3,U,2,2,NO,63288,17795,11467,31332,Nissan,Highlander,1998,Y
30,24,447177,2011-01-31,OH,250/500,1926,1757.95,79427,481847,FEMALE,College,prof-specialty,yachting,wife,0,0,2015-02-12,Single Vehicle Collision,U,Minor Damage,None,VA,Arlington,5093 Flute Lane,17,1,NO,2,1,U,9073,3125,2439,64709,Toyota,CRV,2008,N
258,28,676285,2004-08-13,OH,500/1000,973,1810.72,151729,435623,MALE,College,exec-managerial,video-games,other-relative,3472,0,2015-02-01,Vehicle Theft,U,Trivial Damage,None,NY,Northbrook,9043 Maple Hwy,5,1,NO,2,1,NO,8945,812,1432,10665,Chevrolet,95,2007,N
414,31,948518,1996-07-23,OH,250/500,1931,1393.83,-78458,617417,MALE,College,other-service,board-games,unmarried,47787,-860,2015-01-29,Vehicle Theft,Side Collision,Total Loss,Other,OH,Hillsdale,8920 Best Ave,4,4,NO,1,2,U,65175,7364,8412,43524,Suburu,Accord,1996,Y
340,32,629693,2013-12-05,OH,100/300,2000,1285.95,-44592,451787,MALE,Associate,prof-specialty,reading,not-in-family,39846,-78859,2015-01-16,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Riverwood,3930 Embaracadero St,5,2,YES,1,2,NO,66612,17668,6274,44262,BMW,92x,2005,Y
318,24,999435,1992-08-05,IL,500/1000,500,1426.24,-118612,477533,MALE,JD,sales,cross-fit,own-child,47673,0,2015-01-20,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Northbend,2230 1st St,5,4,U,1,2,YES,74871,4789,14184,28831,Audi,RAM,2013,N
298,45,611367,2003-10-11,OH,100/300,500,1199.4,138590,449729,FEMALE,High School,craft-repair,movies,other-relative,68766,0,2015-02-03,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,7819 Oak St,11,1,NO,1,3,U,57199,6634,749,35291,Mercedes,Impreza,1997,Y
256,21,971423,2004-01-02,OH,500/1000,985,1436.85,5771084,620962,FEMALE,High School,tech-support,exercise,husband,32,-2371,2015-01-06,Single Vehicle Collision,U,Minor Damage,Police,NY,Northbrook,7447 Lincoln Ridge,0,1,U,2,2,U,7559,799,10748,7216,Accura,MDX,2000,N
264,34,402874,1997-11-07,IN,100/300,988,1208.1,4838832,463805,MALE,Associate,tech-support,reading,own-child,43403,-46992,2015-01-22,Vehicle Theft,U,Total Loss,Other,NC,Northbrook,1589 Best Ave,9,1,U,2,0,NO,52533,4802,70,700,Mercedes,MDX,2006,N
210,31,567561,1991-12-28,IN,500/1000,944,1684.51,29649,458224,MALE,MD,exec-managerial,golf,other-relative,3375,0,2015-02-16,Vehicle Theft,U,Trivial Damage,None,WV,Northbend,2889 Weaver St,21,1,NO,1,3,YES,2961,2282,2692,8776,Volkswagen,RAM,1997,N
250,41,943233,2009-02-08,OH,100/300,500,1447.42,-118203,504866,MALE,PhD,farming-fishing,skydiving,wife,0,-27399,2015-02-13,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Hillsdale,9484 Pine Drive,11,3,YES,1,2,NO,81587,9003,7290,58757,Dodge,CRV,2006,Y
310,30,999435,2014-11-14,OH,250/500,964,1653.61,-26921,478777,FEMALE,College,other-service,kayaking,not-in-family,80292,0,2015-01-12,Parked Car,Front Collision,Major Damage,Police,SC,Northbrook,2014 Rock Ave,5,1,NO,2,3,YES,6569,0,1683,8012,Volkswagen,Jetta,2014,N
358,37,706072,1996-08-23,IN,500/1000,1970,1867.59,123207,480415,MALE,JD,farming-fishing,board-games,own-child,1119,0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbend,7583 Washington Ave,10,1,YES,2,3,NO,103505,6725,9422,54040,Suburu,Forrestor,2007,Y
479,25,860747,2007-12-16,OH,250/500,2000,1883.93,132455,595183,FEMALE,Masters,handlers-cleaners,kayaking,wife,54340,0,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,6658 Weaver St,2,1,NO,1,3,NO,103732,8545,10832,44109,Chevrolet,Ultima,2001,Y
479,37,762541,2013-02-04,OH,100/300,1008,1384.48,188784,483627,FEMALE,Associate,tech-support,bungie-jumping,own-child,3894,-1461,2015-01-07,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NC,Northbrook,3697 Apache Drive,7,1,U,1,0,NO,86166,8103,8702,59056,Mercedes,TL,1999,Y
479,34,127964,1998-01-29,OH,250/500,500,1985.39,19736,608027,FEMALE,Associate,other-service,base-jumping,unmarried,686,0,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,1325 1st Lane,4,1,NO,1,1,NO,77445,5023,6071,41352,Nissan,Tahoe,1999,N
297,20,616114,1990-11-03,IN,250/500,1007,1694.26,104966,483193,FEMALE,MD,priv-house-serv,kayaking,own-child,51160,-2813,2015-01-03,Vehicle Theft,U,Trivial Damage,None,VA,Hillsdale,6309 Cherokee Ave,12,1,U,2,2,U,7382,664,1927,10683,Toyota,CRV,2008,N
356,40,397077,2002-11-28,IN,250/500,1001,1458.95,10065,620962,MALE,High School,armed-forces,kayaking,other-relative,442,-229,2015-01-13,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Hillsdale,5071 Flute Ridge,0,1,NO,2,3,NO,83472,7704,6277,38786,Mercedes,Highlander,2007,Y
398,35,625589,1991-08-22,IN,250/500,1887,1514.25,103310,466053,FEMALE,Masters,craft-repair,kayaking,unmarried,50931,-20034,2015-01-07,Single Vehicle Collision,Rear Collision,Total Loss,Fire,VA,Hillsdale,5071 Flute Ridge,17,1,U,2,2,U,61907,7827,8608,43082,Chevrolet,TL,1996,N
246,29,999435,2004-06-30,IN,500/1000,1033,1323.12,5877544,473142,MALE,JD,armed-forces,paintball,not-in-family,1342,-46203,2015-01-18,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbrook,1353 Washington St,19,1,U,2,1,YES,78783,6326,8054,56564,Volkswagen,95,2000,N
327,43,823592,2003-02-11,IL,500/1000,500,1103.5,-39965,473037,MALE,MD,machine-op-inspct,kayaking,husband,54785,0,2015-01-31,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Northbrook,7460 Apache Lane,12,1,U,1,3,NO,90494,16617,7467,51249,Nissan,92x,1997,Y
171,38,681441,1991-04-13,OH,500/1000,986,1414.35,4312677,485476,MALE,Masters,transport-moving,dancing,not-in-family,48923,-26219,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,5779 2nd Lane,2,1,NO,1,2,U,95072,7208,7140,30823,Mercedes,A5,2014,N
393,42,526914,2003-05-29,OH,250/500,985,1718.1,-26640,614260,FEMALE,JD,handlers-cleaners,chess,unmarried,56072,0,2015-01-05,Vehicle Theft,Front Collision,Trivial Damage,Fire,NY,Northbend,6435 Texas Ave,12,1,U,0,3,YES,60421,11191,10663,51505,Accura,Legacy,2005,N
269,41,126479,1993-10-29,IN,250/500,1064,1823.54,79926,463994,MALE,MD,farming-fishing,kayaking,not-in-family,1003,0,2015-01-03,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Northbrook,9787 Andromedia Ave,4,3,YES,2,2,U,50258,13733,4634,34299,Mercedes,Maxima,1997,Y
